SourceFile,Accelerometer,GPSDateTime,GPSLatitude,GPSLongitude,GPSSpeed
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172341_010.MP4,-0.03 1.12 0.74,2026:05:20 17:26:33Z,2 deg 55' 21.97 N,101 deg 46' 6.97 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172341_010.MP4,-0.03 1.13 0.71,2026:05:20 17:26:34Z,2 deg 55' 21.97 N,101 deg 46' 6.97 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172341_010.MP4,-0.03 1.13 0.73,2026:05:20 17:26:35Z,2 deg 55' 21.97 N,101 deg 46' 6.97 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172341_010.MP4,-0.03 1.12 0.72,2026:05:20 17:26:36Z,2 deg 55' 21.97 N,101 deg 46' 6.97 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172341_010.MP4,-0.03 1.12 0.72,2026:05:20 17:26:37Z,2 deg 55' 21.97 N,101 deg 46' 6.97 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172341_010.MP4,-0.03 1.14 0.72,2026:05:20 17:26:38Z,2 deg 55' 21.97 N,101 deg 46' 6.97 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172341_010.MP4,-0.03 1.13 0.66,2026:05:20 17:26:39Z,2 deg 55' 21.96 N,101 deg 46' 6.97 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.03 1.09 0.79,2026:05:20 17:26:40Z,2 deg 55' 21.96 N,101 deg 46' 6.97 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.04 1.14 0.74,2026:05:20 17:26:41Z,2 deg 55' 21.96 N,101 deg 46' 6.91 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.03 1.14 0.7,2026:05:20 17:26:42Z,2 deg 55' 21.96 N,101 deg 46' 6.91 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.06 1.16 0.72,2026:05:20 17:26:43Z,2 deg 55' 21.97 N,101 deg 46' 6.91 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.06 1.11 0.76,2026:05:20 17:26:44Z,2 deg 55' 21.97 N,101 deg 46' 6.91 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.05 1.12 0.71,2026:05:20 17:26:45Z,2 deg 55' 21.97 N,101 deg 46' 6.97 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.03 1.16 0.72,2026:05:20 17:26:46Z,2 deg 55' 21.97 N,101 deg 46' 6.97 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.03 1.13 0.7,2026:05:20 17:26:47Z,2 deg 55' 21.97 N,101 deg 46' 6.97 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.02 1.13 0.75,2026:05:20 17:26:48Z,2 deg 55' 21.97 N,101 deg 46' 7.03 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.06 1.14 0.74,2026:05:20 17:26:49Z,2 deg 55' 21.97 N,101 deg 46' 7.03 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.06 1.13 0.67,2026:05:20 17:26:50Z,2 deg 55' 21.97 N,101 deg 46' 7.03 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.04 1.1 0.69,2026:05:20 17:26:51Z,2 deg 55' 21.98 N,101 deg 46' 7.09 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.07 1.14 0.82,2026:05:20 17:26:52Z,2 deg 55' 21.99 N,101 deg 46' 7.09 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.11 1.12 0.98,2026:05:20 17:26:53Z,2 deg 55' 22.00 N,101 deg 46' 7.09 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0 1.11 0.82,2026:05:20 17:26:54Z,2 deg 55' 22.01 N,101 deg 46' 7.15 E,3
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.01 1.13 0.78,2026:05:20 17:26:55Z,2 deg 55' 22.03 N,101 deg 46' 7.15 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.01 1.13 0.84,2026:05:20 17:26:56Z,2 deg 55' 22.03 N,101 deg 46' 7.15 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.01 1.14 0.78,2026:05:20 17:26:57Z,2 deg 55' 22.03 N,101 deg 46' 7.15 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.07 1.14 0.94,2026:05:20 17:26:58Z,2 deg 55' 22.02 N,101 deg 46' 7.15 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.12 1.12 1,2026:05:20 17:26:59Z,2 deg 55' 22.01 N,101 deg 46' 7.20 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.18 1.2 0.8,2026:05:20 17:27:00Z,2 deg 55' 22.00 N,101 deg 46' 7.20 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.07 1.1 1.07,2026:05:20 17:27:01Z,2 deg 55' 21.95 N,101 deg 46' 7.20 E,3
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.01 1.27 0.87,2026:05:20 17:27:02Z,2 deg 55' 21.90 N,101 deg 46' 7.26 E,4
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.03 1 1.01,2026:05:20 17:27:03Z,2 deg 55' 21.85 N,101 deg 46' 7.32 E,8
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.06 1.09 0.97,2026:05:20 17:27:04Z,2 deg 55' 21.76 N,101 deg 46' 7.43 E,17
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.03 1.11 0.79,2026:05:20 17:27:05Z,2 deg 55' 21.63 N,101 deg 46' 7.61 E,23
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.08 1.25 0.63,2026:05:20 17:27:06Z,2 deg 55' 21.47 N,101 deg 46' 7.85 E,27
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.16 1.19 0.44,2026:05:20 17:27:07Z,2 deg 55' 21.29 N,101 deg 46' 8.08 E,30
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.15 1.14 0.96,2026:05:20 17:27:08Z,2 deg 55' 21.09 N,101 deg 46' 8.32 E,32
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.11 1.18 0.73,2026:05:20 17:27:09Z,2 deg 55' 20.84 N,101 deg 46' 8.55 E,35
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.29 1.33 0.64,2026:05:20 17:27:10Z,2 deg 55' 20.60 N,101 deg 46' 8.78 E,36
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.12 1.13 0.75,2026:05:20 17:27:11Z,2 deg 55' 20.31 N,101 deg 46' 9.08 E,40
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.23 1.24 0.64,2026:05:20 17:27:12Z,2 deg 55' 20.01 N,101 deg 46' 9.31 E,40
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.11 0.99 0.8,2026:05:20 17:27:13Z,2 deg 55' 19.69 N,101 deg 46' 9.49 E,40
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.21 1.04 0.96,2026:05:20 17:27:14Z,2 deg 55' 19.34 N,101 deg 46' 9.67 E,40
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.12 1.22 1.16,2026:05:20 17:27:15Z,2 deg 55' 18.95 N,101 deg 46' 9.84 E,41
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.1 1.23 0.86,2026:05:20 17:27:16Z,2 deg 55' 18.56 N,101 deg 46' 9.95 E,41
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.15 1.11 0.96,2026:05:20 17:27:17Z,2 deg 55' 18.17 N,101 deg 46' 10.01 E,43
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.21 1.08 0.71,2026:05:20 17:27:18Z,2 deg 55' 17.74 N,101 deg 46' 10.07 E,43
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.04 1.19 0.67,2026:05:20 17:27:19Z,2 deg 55' 17.30 N,101 deg 46' 10.01 E,45
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.11 1.16 0.77,2026:05:20 17:27:20Z,2 deg 55' 16.86 N,101 deg 46' 9.95 E,46
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.21 1.08 0.44,2026:05:20 17:27:21Z,2 deg 55' 16.40 N,101 deg 46' 9.90 E,48
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.24 1.12 0.67,2026:05:20 17:27:22Z,2 deg 55' 15.96 N,101 deg 46' 9.78 E,48
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.21 1.15 0.68,2026:05:20 17:27:23Z,2 deg 55' 15.52 N,101 deg 46' 9.67 E,48
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.14 1.17 0.75,2026:05:20 17:27:24Z,2 deg 55' 15.10 N,101 deg 46' 9.49 E,48
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.16 1.11 0.7,2026:05:20 17:27:25Z,2 deg 55' 14.72 N,101 deg 46' 9.25 E,48
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.14 1.12 0.78,2026:05:20 17:27:26Z,2 deg 55' 14.37 N,101 deg 46' 8.96 E,47
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.01 1.05 0.75,2026:05:20 17:27:27Z,2 deg 55' 14.06 N,101 deg 46' 8.67 E,47
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.09 1.1 0.76,2026:05:20 17:27:28Z,2 deg 55' 13.78 N,101 deg 46' 8.38 E,48
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.21 1.18 0.66,2026:05:20 17:27:29Z,2 deg 55' 13.54 N,101 deg 46' 7.97 E,49
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.11 1.12 0.75,2026:05:20 17:27:30Z,2 deg 55' 13.31 N,101 deg 46' 7.61 E,49
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.07 1.21 0.76,2026:05:20 17:27:31Z,2 deg 55' 13.13 N,101 deg 46' 7.20 E,50
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.07 1.17 0.85,2026:05:20 17:27:32Z,2 deg 55' 12.97 N,101 deg 46' 6.73 E,52
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.02 1.15 0.71,2026:05:20 17:27:33Z,2 deg 55' 12.83 N,101 deg 46' 6.26 E,53
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.06 1.08 0.88,2026:05:20 17:27:34Z,2 deg 55' 12.71 N,101 deg 46' 5.80 E,54
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.12 1.02 0.56,2026:05:20 17:27:35Z,2 deg 55' 12.59 N,101 deg 46' 5.33 E,54
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.08 1.27 0.87,2026:05:20 17:27:36Z,2 deg 55' 12.46 N,101 deg 46' 4.91 E,54
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.36 1.15 0.67,2026:05:20 17:27:37Z,2 deg 55' 12.32 N,101 deg 46' 4.45 E,50
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.44 1.19 0.61,2026:05:20 17:27:38Z,2 deg 55' 12.16 N,101 deg 46' 4.04 E,47
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.35 1.17 0.66,2026:05:20 17:27:39Z,2 deg 55' 11.93 N,101 deg 46' 3.69 E,43
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.12 1.1 0.74,2026:05:20 17:27:40Z,2 deg 55' 11.68 N,101 deg 46' 3.40 E,37
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.06 0.97 0.98,2026:05:20 17:27:41Z,2 deg 55' 11.39 N,101 deg 46' 3.22 E,36
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.3 1.09 0.6,2026:05:20 17:27:42Z,2 deg 55' 11.04 N,101 deg 46' 3.10 E,38
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.31 0.97 1.24,2026:05:20 17:27:43Z,2 deg 55' 10.58 N,101 deg 46' 3.10 E,42
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.04 1.1 0.8,2026:05:20 17:27:44Z,2 deg 55' 10.15 N,101 deg 46' 3.10 E,44
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.07 1.31 0.91,2026:05:20 17:27:45Z,2 deg 55' 9.73 N,101 deg 46' 3.16 E,45
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.07 1.07 0.72,2026:05:20 17:27:46Z,2 deg 55' 9.28 N,101 deg 46' 3.28 E,48
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.11 1.16 0.65,2026:05:20 17:27:47Z,2 deg 55' 8.84 N,101 deg 46' 3.40 E,48
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.07 1.03 0.62,2026:05:20 17:27:48Z,2 deg 55' 8.40 N,101 deg 46' 3.51 E,47
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.21 1.18 0.7,2026:05:20 17:27:49Z,2 deg 55' 7.99 N,101 deg 46' 3.69 E,47
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.24 1 0.91,2026:05:20 17:27:50Z,2 deg 55' 7.57 N,101 deg 46' 3.86 E,46
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.29 1.03 0.64,2026:05:20 17:27:51Z,2 deg 55' 7.21 N,101 deg 46' 4.10 E,47
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.32 1.35 0.54,2026:05:20 17:27:52Z,2 deg 55' 6.87 N,101 deg 46' 4.39 E,47
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.25 1.2 0.62,2026:05:20 17:27:53Z,2 deg 55' 6.57 N,101 deg 46' 4.68 E,49
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.3 0.98 0.71,2026:05:20 17:27:54Z,2 deg 55' 6.34 N,101 deg 46' 5.09 E,50
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.24 1.04 0.59,2026:05:20 17:27:55Z,2 deg 55' 6.16 N,101 deg 46' 5.50 E,53
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.03 1.17 0.63,2026:05:20 17:27:56Z,2 deg 55' 6.06 N,101 deg 46' 5.97 E,52
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0 1.14 0.75,2026:05:20 17:27:57Z,2 deg 55' 6.04 N,101 deg 46' 6.38 E,51
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.1 1.1 0.82,2026:05:20 17:27:58Z,2 deg 55' 6.07 N,101 deg 46' 6.85 E,50
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.05 1.15 0.62,2026:05:20 17:27:59Z,2 deg 55' 6.13 N,101 deg 46' 7.32 E,52
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0 1.11 0.62,2026:05:20 17:28:00Z,2 deg 55' 6.22 N,101 deg 46' 7.73 E,53
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0 1.14 0.64,2026:05:20 17:28:01Z,2 deg 55' 6.34 N,101 deg 46' 8.20 E,52
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.11 1.04 0.63,2026:05:20 17:28:02Z,2 deg 55' 6.48 N,101 deg 46' 8.67 E,51
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.16 1.11 0.78,2026:05:20 17:28:03Z,2 deg 55' 6.64 N,101 deg 46' 9.08 E,48
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.14 1.13 0.66,2026:05:20 17:28:04Z,2 deg 55' 6.79 N,101 deg 46' 9.49 E,46
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0 1.06 0.78,2026:05:20 17:28:05Z,2 deg 55' 6.97 N,101 deg 46' 9.84 E,45
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.05 1.13 0.61,2026:05:20 17:28:06Z,2 deg 55' 7.16 N,101 deg 46' 10.19 E,44
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.05 1.09 0.5,2026:05:20 17:28:07Z,2 deg 55' 7.37 N,101 deg 46' 10.54 E,42
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0 1.05 0.39,2026:05:20 17:28:08Z,2 deg 55' 7.58 N,101 deg 46' 10.84 E,40
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.04 1.28 0.34,2026:05:20 17:28:09Z,2 deg 55' 7.79 N,101 deg 46' 11.07 E,34
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.16 1.28 0.59,2026:05:20 17:28:10Z,2 deg 55' 7.95 N,101 deg 46' 11.30 E,27
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.03 1.14 0.67,2026:05:20 17:28:11Z,2 deg 55' 8.05 N,101 deg 46' 11.42 E,22
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.03 1.15 0.69,2026:05:20 17:28:12Z,2 deg 55' 8.17 N,101 deg 46' 11.60 E,22
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.04 1.04 0.81,2026:05:20 17:28:13Z,2 deg 55' 8.31 N,101 deg 46' 11.77 E,25
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0 1.15 0.7,2026:05:20 17:28:14Z,2 deg 55' 8.45 N,101 deg 46' 11.95 E,29
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.02 1.17 0.76,2026:05:20 17:28:15Z,2 deg 55' 8.62 N,101 deg 46' 12.19 E,32
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0 0.92 0.79,2026:05:20 17:28:16Z,2 deg 55' 8.81 N,101 deg 46' 12.42 E,35
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.02 1.14 0.71,2026:05:20 17:28:17Z,2 deg 55' 9.01 N,101 deg 46' 12.71 E,38
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.08 1.08 0.67,2026:05:20 17:28:18Z,2 deg 55' 9.23 N,101 deg 46' 13.00 E,40
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.04 1.12 0.55,2026:05:20 17:28:19Z,2 deg 55' 9.44 N,101 deg 46' 13.30 E,41
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.02 1.05 0.4,2026:05:20 17:28:20Z,2 deg 55' 9.67 N,101 deg 46' 13.59 E,41
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.06 1.15 0.42,2026:05:20 17:28:21Z,2 deg 55' 9.88 N,101 deg 46' 13.88 E,38
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.06 1.13 0.54,2026:05:20 17:28:22Z,2 deg 55' 10.07 N,101 deg 46' 14.12 E,31
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.01 1.12 0.76,2026:05:20 17:28:23Z,2 deg 55' 10.22 N,101 deg 46' 14.35 E,25
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0 1.07 0.8,2026:05:20 17:28:24Z,2 deg 55' 10.34 N,101 deg 46' 14.47 E,22
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.1 1.1 0.87,2026:05:20 17:28:25Z,2 deg 55' 10.48 N,101 deg 46' 14.65 E,23
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.05 1.12 0.64,2026:05:20 17:28:26Z,2 deg 55' 10.62 N,101 deg 46' 14.82 E,27
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.05 1.41 0.64,2026:05:20 17:28:27Z,2 deg 55' 10.78 N,101 deg 46' 15.05 E,30
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.18 1.24 0.75,2026:05:20 17:28:28Z,2 deg 55' 10.96 N,101 deg 46' 15.29 E,34
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.15 1.12 0.77,2026:05:20 17:28:29Z,2 deg 55' 11.15 N,101 deg 46' 15.52 E,35
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.16 1.12 0.76,2026:05:20 17:28:30Z,2 deg 55' 11.38 N,101 deg 46' 15.76 E,37
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.14 1.35 0.67,2026:05:20 17:28:31Z,2 deg 55' 11.64 N,101 deg 46' 16.00 E,38
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.05 1.09 0.74,2026:05:20 17:28:32Z,2 deg 55' 11.92 N,101 deg 46' 16.16 E,38
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.03 1.08 0.49,2026:05:20 17:28:33Z,2 deg 55' 12.23 N,101 deg 46' 16.28 E,39
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,-0.02 0.96 0.8,2026:05:20 17:28:34Z,2 deg 55' 12.56 N,101 deg 46' 16.46 E,37
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/GS63H/2026_0520_172641_011.MP4,0.05 1.23 0.69,2026:05:20 17:28:35Z,2 deg 55' 12.86 N,101 deg 46' 16.52 E,32
