SourceFile,Accelerometer,GPSDateTime,GPSLatitude,GPSLongitude,GPSSpeed
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.01,2026:05:21 21:00:36Z,2 deg 56' 47.55 N,101 deg 40' 8.49 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 -0.01 0,2026:05:21 21:00:37Z,2 deg 56' 47.53 N,101 deg 40' 8.49 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0.01,2026:05:21 21:00:38Z,2 deg 56' 47.53 N,101 deg 40' 8.49 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0,2026:05:21 21:00:39Z,2 deg 56' 47.51 N,101 deg 40' 8.49 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.01,2026:05:21 21:00:40Z,2 deg 56' 47.49 N,101 deg 40' 8.49 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0.01,2026:05:21 21:00:41Z,2 deg 56' 47.47 N,101 deg 40' 8.49 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0,2026:05:21 21:00:42Z,2 deg 56' 47.46 N,101 deg 40' 8.49 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0.01,2026:05:21 21:00:43Z,2 deg 56' 47.44 N,101 deg 40' 8.49 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0.01 0 0.01,2026:05:21 21:00:44Z,2 deg 56' 47.42 N,101 deg 40' 8.49 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.01,2026:05:21 21:00:45Z,2 deg 56' 47.42 N,101 deg 40' 8.49 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0,2026:05:21 21:00:46Z,2 deg 56' 47.42 N,101 deg 40' 8.49 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 -0.01 0.01,2026:05:21 21:00:47Z,2 deg 56' 47.41 N,101 deg 40' 8.49 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0,2026:05:21 21:00:48Z,2 deg 56' 47.41 N,101 deg 40' 8.49 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0.01 0,2026:05:21 21:00:49Z,2 deg 56' 47.41 N,101 deg 40' 8.55 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0.01 0 -0.02,2026:05:21 21:00:50Z,2 deg 56' 47.40 N,101 deg 40' 8.55 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.02,2026:05:21 21:00:51Z,2 deg 56' 47.38 N,101 deg 40' 8.61 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,-0.01 0 0.01,2026:05:21 21:00:52Z,2 deg 56' 47.35 N,101 deg 40' 8.61 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0.01,2026:05:21 21:00:53Z,2 deg 56' 47.33 N,101 deg 40' 8.67 E,3
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.01,2026:05:21 21:00:54Z,2 deg 56' 47.30 N,101 deg 40' 8.72 E,4
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0.01,2026:05:21 21:00:55Z,2 deg 56' 47.27 N,101 deg 40' 8.78 E,4
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0,2026:05:21 21:00:56Z,2 deg 56' 47.25 N,101 deg 40' 8.78 E,3
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.01,2026:05:21 21:00:57Z,2 deg 56' 47.24 N,101 deg 40' 8.78 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0,2026:05:21 21:00:58Z,2 deg 56' 47.23 N,101 deg 40' 8.78 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,-0.01 0 0,2026:05:21 21:00:59Z,2 deg 56' 47.22 N,101 deg 40' 8.78 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,-0.01 0 0,2026:05:21 21:01:00Z,2 deg 56' 47.21 N,101 deg 40' 8.78 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0,2026:05:21 21:01:01Z,2 deg 56' 47.21 N,101 deg 40' 8.78 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0.01,2026:05:21 21:01:02Z,2 deg 56' 47.21 N,101 deg 40' 8.78 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.01,2026:05:21 21:01:03Z,2 deg 56' 47.21 N,101 deg 40' 8.78 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0.01 0,2026:05:21 21:01:04Z,2 deg 56' 47.21 N,101 deg 40' 8.78 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,-0.01 0 0.01,2026:05:21 21:01:05Z,2 deg 56' 47.21 N,101 deg 40' 8.78 E,0
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0.01 0 0,2026:05:21 21:01:06Z,2 deg 56' 47.21 N,101 deg 40' 8.78 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 -0.01 0.02,2026:05:21 21:01:07Z,2 deg 56' 47.21 N,101 deg 40' 8.78 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0.02,2026:05:21 21:01:08Z,2 deg 56' 47.19 N,101 deg 40' 8.84 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0.01,2026:05:21 21:01:09Z,2 deg 56' 47.18 N,101 deg 40' 8.84 E,3
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0.01 0 -0.01,2026:05:21 21:01:10Z,2 deg 56' 47.17 N,101 deg 40' 8.90 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0,2026:05:21 21:01:11Z,2 deg 56' 47.17 N,101 deg 40' 8.90 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.01,2026:05:21 21:01:12Z,2 deg 56' 47.17 N,101 deg 40' 8.96 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.01,2026:05:21 21:01:13Z,2 deg 56' 47.15 N,101 deg 40' 8.96 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0.01,2026:05:21 21:01:14Z,2 deg 56' 47.14 N,101 deg 40' 8.96 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0.01 0 0,2026:05:21 21:01:15Z,2 deg 56' 47.14 N,101 deg 40' 9.02 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0,2026:05:21 21:01:16Z,2 deg 56' 47.14 N,101 deg 40' 9.02 E,1
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.01,2026:05:21 21:01:17Z,2 deg 56' 47.13 N,101 deg 40' 9.08 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0.01 0 0,2026:05:21 21:01:18Z,2 deg 56' 47.13 N,101 deg 40' 9.08 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0.01 0 0,2026:05:21 21:01:19Z,2 deg 56' 47.14 N,101 deg 40' 9.14 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0.01,2026:05:21 21:01:20Z,2 deg 56' 47.13 N,101 deg 40' 9.14 E,2
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0.02 0 0,2026:05:21 21:01:21Z,2 deg 56' 47.13 N,101 deg 40' 9.20 E,3
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 -0.01 0,2026:05:21 21:01:22Z,2 deg 56' 47.13 N,101 deg 40' 9.25 E,3
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.02,2026:05:21 21:01:23Z,2 deg 56' 47.13 N,101 deg 40' 9.31 E,4
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0.01 0.01 0,2026:05:21 21:01:24Z,2 deg 56' 47.13 N,101 deg 40' 9.37 E,4
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,-0.02 0 0,2026:05:21 21:01:25Z,2 deg 56' 47.13 N,101 deg 40' 9.43 E,5
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0.01 0.01,2026:05:21 21:01:26Z,2 deg 56' 47.12 N,101 deg 40' 9.55 E,5
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 -0.04,2026:05:21 21:01:27Z,2 deg 56' 47.10 N,101 deg 40' 9.55 E,4
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0.01 0 0,2026:05:21 21:01:28Z,2 deg 56' 47.08 N,101 deg 40' 9.61 E,6
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0.04,2026:05:21 21:01:29Z,2 deg 56' 47.04 N,101 deg 40' 9.67 E,6
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,-0.01 0.01 -0.03,2026:05:21 21:01:30Z,2 deg 56' 47.01 N,101 deg 40' 9.72 E,6
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 -0.01 0.02,2026:05:21 21:01:31Z,2 deg 56' 46.99 N,101 deg 40' 9.78 E,6
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 -0.01 0.03,2026:05:21 21:01:32Z,2 deg 56' 46.97 N,101 deg 40' 9.84 E,6
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0,2026:05:21 21:01:33Z,2 deg 56' 46.96 N,101 deg 40' 9.90 E,5
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 -0.02 -0.02,2026:05:21 21:01:34Z,2 deg 56' 46.95 N,101 deg 40' 9.95 E,5
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210037_2026081A.MP4,0 0 0,2026:05:21 21:01:35Z,2 deg 56' 46.94 N,101 deg 40' 10.01 E,7
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0.01 -0.02,2026:05:21 21:01:36Z,2 deg 56' 46.94 N,101 deg 40' 10.13 E,12
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.02 -0.02 0,2026:05:21 21:01:37Z,2 deg 56' 46.95 N,101 deg 40' 10.25 E,16
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 -0.03 -0.03,2026:05:21 21:01:38Z,2 deg 56' 46.97 N,101 deg 40' 10.42 E,19
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.02 -0.01 -0.02,2026:05:21 21:01:39Z,2 deg 56' 46.99 N,101 deg 40' 10.60 E,21
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 -0.01 0.01,2026:05:21 21:01:40Z,2 deg 56' 47.00 N,101 deg 40' 10.84 E,25
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.01 0.01 0.02,2026:05:21 21:01:41Z,2 deg 56' 47.03 N,101 deg 40' 11.13 E,28
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.02 0 0,2026:05:21 21:01:42Z,2 deg 56' 47.06 N,101 deg 40' 11.36 E,31
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0 0,2026:05:21 21:01:43Z,2 deg 56' 47.10 N,101 deg 40' 11.71 E,33
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0.04 -0.01,2026:05:21 21:01:44Z,2 deg 56' 47.13 N,101 deg 40' 12.01 E,34
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.01 0.01 -0.04,2026:05:21 21:01:45Z,2 deg 56' 47.15 N,101 deg 40' 12.36 E,36
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.01 0 -0.03,2026:05:21 21:01:46Z,2 deg 56' 47.17 N,101 deg 40' 12.71 E,36
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 -0.01 0.03,2026:05:21 21:01:47Z,2 deg 56' 47.20 N,101 deg 40' 13.00 E,35
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.02 0 0.03,2026:05:21 21:01:48Z,2 deg 56' 47.23 N,101 deg 40' 13.36 E,34
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0 0,2026:05:21 21:01:49Z,2 deg 56' 47.26 N,101 deg 40' 13.64 E,32
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0 0.02,2026:05:21 21:01:50Z,2 deg 56' 47.31 N,101 deg 40' 13.94 E,29
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.02 -0.01 0,2026:05:21 21:01:51Z,2 deg 56' 47.33 N,101 deg 40' 14.18 E,24
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 -0.06 -0.02,2026:05:21 21:01:52Z,2 deg 56' 47.36 N,101 deg 40' 14.41 E,18
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0 0.03,2026:05:21 21:01:53Z,2 deg 56' 47.38 N,101 deg 40' 14.53 E,13
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.01 0 0.01,2026:05:21 21:01:54Z,2 deg 56' 47.40 N,101 deg 40' 14.65 E,10
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.01 0 0.01,2026:05:21 21:01:55Z,2 deg 56' 47.42 N,101 deg 40' 14.70 E,10
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0 0.02,2026:05:21 21:01:56Z,2 deg 56' 47.44 N,101 deg 40' 14.88 E,14
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0.01 0.02,2026:05:21 21:01:57Z,2 deg 56' 47.45 N,101 deg 40' 15.05 E,19
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0 0,2026:05:21 21:01:58Z,2 deg 56' 47.48 N,101 deg 40' 15.23 E,23
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.01 -0.01 -0.01,2026:05:21 21:01:59Z,2 deg 56' 47.51 N,101 deg 40' 15.52 E,27
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 -0.01 0.03,2026:05:21 21:02:00Z,2 deg 56' 47.53 N,101 deg 40' 15.82 E,30
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.06 0.04 -0.03,2026:05:21 21:02:01Z,2 deg 56' 47.56 N,101 deg 40' 16.11 E,34
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0.02 0,2026:05:21 21:02:02Z,2 deg 56' 47.60 N,101 deg 40' 16.40 E,36
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.01 0 0.02,2026:05:21 21:02:03Z,2 deg 56' 47.62 N,101 deg 40' 16.75 E,39
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.01 -0.02 -0.05,2026:05:21 21:02:04Z,2 deg 56' 47.64 N,101 deg 40' 17.17 E,42
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.02 -0.05 -0.03,2026:05:21 21:02:05Z,2 deg 56' 47.68 N,101 deg 40' 17.51 E,44
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0.02 -0.01,2026:05:21 21:02:06Z,2 deg 56' 47.72 N,101 deg 40' 17.93 E,46
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0.01 0,2026:05:21 21:02:07Z,2 deg 56' 47.76 N,101 deg 40' 18.40 E,47
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.02 0 -0.01,2026:05:21 21:02:08Z,2 deg 56' 47.81 N,101 deg 40' 18.80 E,48
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.02 0 -0.04,2026:05:21 21:02:09Z,2 deg 56' 47.85 N,101 deg 40' 19.27 E,50
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0 0.03,2026:05:21 21:02:10Z,2 deg 56' 47.90 N,101 deg 40' 19.74 E,51
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.02 -0.04 -0.03,2026:05:21 21:02:11Z,2 deg 56' 47.96 N,101 deg 40' 20.21 E,52
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.05 -0.09 -0.11,2026:05:21 21:02:12Z,2 deg 56' 48.01 N,101 deg 40' 20.68 E,52
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.06 0.04 0.06,2026:05:21 21:02:13Z,2 deg 56' 48.07 N,101 deg 40' 21.20 E,53
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0.03 0,2026:05:21 21:02:14Z,2 deg 56' 48.12 N,101 deg 40' 21.67 E,53
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.01 0 0,2026:05:21 21:02:15Z,2 deg 56' 48.18 N,101 deg 40' 22.15 E,53
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.02 0 -0.04,2026:05:21 21:02:16Z,2 deg 56' 48.23 N,101 deg 40' 22.67 E,53
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.03 0.01 0.01,2026:05:21 21:02:17Z,2 deg 56' 48.26 N,101 deg 40' 23.14 E,52
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0 0,2026:05:21 21:02:18Z,2 deg 56' 48.27 N,101 deg 40' 23.55 E,53
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 -0.01 -0.01,2026:05:21 21:02:19Z,2 deg 56' 48.28 N,101 deg 40' 24.02 E,47
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.01 0.02 -0.01,2026:05:21 21:02:20Z,2 deg 56' 48.29 N,101 deg 40' 24.37 E,40
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 -0.02 0,2026:05:21 21:02:21Z,2 deg 56' 48.31 N,101 deg 40' 24.73 E,34
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.01 0.03 -0.01,2026:05:21 21:02:22Z,2 deg 56' 48.34 N,101 deg 40' 25.01 E,29
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.01 0 0.01,2026:05:21 21:02:23Z,2 deg 56' 48.36 N,101 deg 40' 25.25 E,26
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0.02 0,2026:05:21 21:02:24Z,2 deg 56' 48.37 N,101 deg 40' 25.48 E,24
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.02 0 -0.02,2026:05:21 21:02:25Z,2 deg 56' 48.38 N,101 deg 40' 25.66 E,24
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0 0.03,2026:05:21 21:02:26Z,2 deg 56' 48.38 N,101 deg 40' 25.90 E,24
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.02 -0.01 0.02,2026:05:21 21:02:27Z,2 deg 56' 48.39 N,101 deg 40' 26.13 E,25
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 -0.02 0.01,2026:05:21 21:02:28Z,2 deg 56' 48.42 N,101 deg 40' 26.36 E,25
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.02 -0.01 -0.01,2026:05:21 21:02:29Z,2 deg 56' 48.44 N,101 deg 40' 26.60 E,25
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.01 0 0.01,2026:05:21 21:02:30Z,2 deg 56' 48.47 N,101 deg 40' 26.83 E,26
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.02 -0.03 -0.01,2026:05:21 21:02:31Z,2 deg 56' 48.50 N,101 deg 40' 27.07 E,26
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0.03 0 0,2026:05:21 21:02:32Z,2 deg 56' 48.55 N,101 deg 40' 27.25 E,24
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0 0,2026:05:21 21:02:33Z,2 deg 56' 48.58 N,101 deg 40' 27.41 E,21
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,0 0.02 0,2026:05:21 21:02:34Z,2 deg 56' 48.67 N,101 deg 40' 27.59 E,17
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210137_2026083A.MP4,-0.01 0.02 0,2026:05:21 21:02:35Z,2 deg 56' 48.77 N,101 deg 40' 27.65 E,14
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210237_2026085A.MP4,0 0 -0.02,2026:05:21 21:02:36Z,2 deg 56' 48.92 N,101 deg 40' 27.71 E,16
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210237_2026085A.MP4,0 0.02 -0.01,2026:05:21 21:02:37Z,2 deg 56' 49.07 N,101 deg 40' 27.71 E,19
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210237_2026085A.MP4,0.03 0 -0.01,2026:05:21 21:02:38Z,2 deg 56' 49.25 N,101 deg 40' 27.77 E,21
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210237_2026085A.MP4,0 0 0.02,2026:05:21 21:02:39Z,2 deg 56' 49.45 N,101 deg 40' 27.83 E,23
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210237_2026085A.MP4,-0.02 0.01 -0.03,2026:05:21 21:02:40Z,2 deg 56' 49.67 N,101 deg 40' 27.83 E,25
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210237_2026085A.MP4,0 -0.04 -0.03,2026:05:21 21:02:41Z,2 deg 56' 49.92 N,101 deg 40' 27.89 E,25
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210237_2026085A.MP4,0 0.01 -0.01,2026:05:21 21:02:42Z,2 deg 56' 50.14 N,101 deg 40' 27.95 E,22
C:/Users/REKALAB-GPU4/Documents/ALICE DSP/new updated dataset/M550/20260521210237_2026085A.MP4,-0.01 -0.02 0.01,2026:05:21 21:02:43Z,2 deg 56' 50.32 N,101 deg 40' 28.00 E,18
